VERSIONNR;LOCATIONCODE;TYPE;SUBTYPE;ROADNUMBER;ROADNAME;FIRST_NAME;SECOND_NAME;ADMIN_AREA;AREA_REFERENCE;LINEAR_REFERENCE;NEGATIVE_OFFSET;POSITIVE_OFFSET;INTERSECTIONCODE;LATITUDE;LONGITUDE;URBAN;IN_POSITIVE;OUT_POSITIVE;IN_NEGATIVE;OUT_NEGATIVE;PRESENT_POSITIVE;PRESENT_NEGATIVE
20.0;2583;A10;0;;;Veitshöchheim;;;03231;;;;;;;;;;;;;;
20.0;911;A10;0;;;Bergtheim;;;03231;;;;;;;;;;;;;;
20.0;33095;A10;0;;;Frickenhausen a. Main;;;03231;;;;;;;;;;;;;;
20.0;3997;A10;0;;;Waldbrunn;;;03231;;;;;;;;;;;;;;
20.0;1667;A10;0;;;Kist;;;03231;;;;;;;;;;;;;;
20.0;31725;A10;0;;;Röttingen;;;03231;;;;;;;;;;;;;;
20.0;33098;A10;0;;;Prosselsheim;;;03231;;;;;;;;;;;;;;
20.0;46796;A10;0;;;Margetshöchheim;;;03231;;;;;;;;;;;;;;
20.0;46859;A10;0;;;Winterhausen;;;03231;;;;;;;;;;;;;;
20.0;31898;A10;0;;;Hausen b. Würzburg;;;03231;;;;;;;;;;;;;;
20.0;60842;P5;8;;A7 Fulda-Würzburg;Gramschatzer Wald;;;31898;;;;;49,91225;10,00195;1;0;0;0;0;0;0;
20.0;2238;A10;0;;;Remlingen;;;03231;;;;;;;;;;;;;;
20.0;2617;A10;0;;;Waldbüttelbrunn;;;03231;;;;;;;;;;;;;;
20.0;60412;A10;0;;;Helmstadt;;;03231;;;;;;;;;;;;;;
20.0;33094;A10;0;;;Gaukönigshofen;;;03231;;;;;;;;;;;;;;
20.0;2381;A9;2;;;Schweinfurt;;;00303;;;;;;;;;;;;;;
20.0;35277;A6;4;;;Konferenzzentrum;;;02381;;;;;;;;;;;;;;
20.0;35278;A6;4;;;Volksfestplatz;;;02381;;;;;;;;;;;;;;
20.0;7541;P5;8;;A70 Bamberg-Schweinfurt;Maintal Schweinfurt;;;02381;;;;;50,02185;10,2168;1;0;0;0;0;0;0;
20.0;35279;P5;2;;Niederwerrner Straße;Willy-Sachs-Stadion;;;02381;;;;;50,05145;10,1993;1;0;0;0;0;0;0;
20.0;6050;A6;1;;;Spessart;;;00303;;;;;;;;;;;;;;
20.0;2756;A9;2;;;Würzburg;;;00303;;;;;;;;;;;;;;
20.0;31818;A6;4;;;Innenstadt;;;02756;;;;;;;;;;;;;;
20.0;31817;A6;4;;;Feggrube;;;02756;;;;;;;;;;;;;;
20.0;31816;A6;4;;;Dallenberg;;;02756;;;;;;;;;;;;;;
20.0;31819;A6;4;;;Talavera;;;02756;;;;;;;;;;;;;;
20.0;31820;A6;4;;;Zellerau/Mainwiesen;;;02756;;;;;;;;;;;;;;
20.0;13476;P6;9;;;Mainfrankenhöhe;;;02756;;;;;49,81485;9,9802;1;0;0;0;0;0;0;
20.0;521;A9;1;;;Main-Spessart;;;00303;;;;;;;;;;;;;;
20.0;46840;A10;0;;;Aura i. Sinngrund;;;00521;;;;;;;;;;;;;;
20.0;46839;A10;0;;;Fellen;;;00521;;;;;;;;;;;;;;
20.0;1873;A10;0;;;Marktheidenfeld;;;00521;;;;;;;;;;;;;;
20.0;46849;A10;0;;;Obersinn;;;00521;;;;;;;;;;;;;;
20.0;31724;A10;0;;;Rieneck;;;00521;;;;;;;;;;;;;;
20.0;1628;A10;0;;;Karlstadt;;;00521;;;;;;;;;;;;;;
20.0;2109;A10;0;;;Partenstein;;;00521;;;;;;;;;;;;;;
20.0;46769;A10;0;;;Eußenheim;;;00521;;;;;;;;;;;;;;
20.0;46770;A10;0;;;Rechtenbach;;;00521;;;;;;;;;;;;;;
20.0;1319;A10;0;;;Gemünden a. Main;;;00521;;;;;;;;;;;;;;
20.0;46833;A10;0;;;Gräfendorf;;;00521;;;;;;;;;;;;;;
20.0;46798;A10;0;;;Himmelstadt;;;00521;;;;;;;;;;;;;;
20.0;46814;A10;0;;;Neustadt a. Main;;;00521;;;;;;;;;;;;;;
20.0;60418;A10;0;;;Schollbrunn;;;00521;;;;;;;;;;;;;;
20.0;1632;A10;0;;;Karsbach;;;00521;;;;;;;;;;;;;;
20.0;46822;A10;0;;;Birkenfeld;;;00521;;;;;;;;;;;;;;
20.0;46771;A10;0;;;Thüngen;;;00521;;;;;;;;;;;;;;
20.0;46821;A10;0;;;Triefenstein;;;00521;;;;;;;;;;;;;;
20.0;1250;A10;0;;;Frammersbach;;;00521;;;;;;;;;;;;;;
20.0;796;A10;0;;;Arnstein;;;00521;;;;;;;;;;;;;;
20.0;46838;A10;0;;;Burgsinn;;;00521;;;;;;;;;;;;;;
20.0;31726;A10;0;;;Rothenfels;;;00521;;;;;;;;;;;;;;
20.0;4679;A10;0;;;Zellingen;;;00521;;;;;;;;;;;;;;
20.0;46813;A10;0;;;Hafenlohr;;;00521;;;;;;;;;;;;;;
20.0;1815;A10;0;;;Lohr a. Main;;;00521;;;;;;;;;;;;;;
20.0;329;A9;1;;;Bad Kissingen;;;00303;;;;;;;;;;;;;;
20.0;3832;A10;0;;;Burkardroth;;;00329;;;;;;;;;;;;;;
20.0;4041;A10;0;;;Bad Bocklet;;;00329;;;;;;;;;;;;;;
20.0;2074;A10;0;;;Oerlenbach;;;00329;;;;;;;;;;;;;;
20.0;1164;A10;0;;;Elfershausen;;;00329;;;;;;;;;;;;;;
20.0;841;A10;0;;;Bad Kissingen;;;00329;;;;;;;;;;;;;;
20.0;828;A10;0;;;Bad Brückenau;;;00329;;;;;;;;;;;;;;
20.0;1443;A10;0;;;Hammelburg;;;00329;;;;;;;;;;;;;;
20.0;4000;A10;0;;;Wartmannsroth;;;00329;;;;;;;;;;;;;;
20.0;31900;A10;0;;;Schondra;;;00329;;;;;;;;;;;;;;
20.0;31901;A10;0;;;Oberleichtersbach;;;00329;;;;;;;;;;;;;;
20.0;1959;A10;0;;;Münnerstadt;;;00329;;;;;;;;;;;;;;
20.0;31259;A10;0;;;Nüdlingen;;;00329;;;;;;;;;;;;;;
20.0;36144;A10;0;;;Maßbach;;;00329;;;;;;;;;;;;;;
20.0;31899;A10;0;;;Oberthulba;;;00329;;;;;;;;;;;;;;
20.0;60414;A10;0;;;Motten;;;00329;;;;;;;;;;;;;;
20.0;31258;A10;0;;;Euerdorf;;;00329;;;;;;;;;;;;;;
20.0;3862;A10;0;;;Gössenheim;;;00329;;;;;;;;;;;;;;
20.0;627;A9;1;;;Rhön-Grabfeld;;;00303;;;;;;;;;;;;;;
20.0;43053;A10;0;;;Oberstreu;;;00627;;;;;;;;;;;;;;
20.0;33097;A10;0;;;Sulzfeld;;;00627;;;;;;;;;;;;;;
20.0;36145;A10;0;;;Stockheim;;;00627;;;;;;;;;;;;;;
20.0;36146;A10;0;;;Hausen;;;00627;;;;;;;;;;;;;;
20.0;1242;A10;0;;;Fladungen;;;00627;;;;;;;;;;;;;;
20.0;843;A10;0;;;Bad Königshofen i. Grabfeld;;;00627;;;;;;;;;;;;;;
20.0;35281;A10;0;;;Schönau a.d.Brend;;;00627;;;;;;;;;;;;;;
20.0;13432;A10;0;;;Hendungen;;;00627;;;;;;;;;;;;;;
20.0;4452;A10;0;;;Ostheim v.d. Rhön;;;00627;;;;;;;;;;;;;;
20.0;1900;A10;0;;;Mellrichstadt;;;00627;;;;;;;;;;;;;;
20.0;35283;A10;0;;;Wülfershausen a.d.Saale;;;00627;;;;;;;;;;;;;;
20.0;35284;A10;0;;;Sulzdorf a.d.Lederhecke;;;00627;;;;;;;;;;;;;;
20.0;1513;A10;0;;;Heustreu;;;00627;;;;;;;;;;;;;;
20.0;43052;A10;0;;;Burglauer;;;00627;;;;;;;;;;;;;;
20.0;937;A10;0;;;Bischofsheim a.d. Rhön;;;00627;;;;;;;;;;;;;;
20.0;853;A10;0;;;Bad Neustadt a.d. Saale;;;00627;;;;;;;;;;;;;;
20.0;801;A9;2;;;Aschaffenburg;;;00303;;;;;;;;;;;;;;
20.0;540;A9;1;;;Miltenberg;;;00303;;;;;;;;;;;;;;
20.0;43047;A10;0;;;Elsenfeld;;;00540;;;;;;;;;;;;;;
20.0;31704;A10;0;;;Erlenbach a. Main;;;00540;;;;;;;;;;;;;;
20.0;43048;A10;0;;;Großheubach;;;00540;;;;;;;;;;;;;;
20.0;1672;A10;0;;;Kleinheubach;;;00540;;;;;;;;;;;;;;
20.0;780;A10;0;;;Amorbach;;;00540;;;;;;;;;;;;;;
20.0;4110;A10;0;;;Bürgstadt;;;00540;;;;;;;;;;;;;;
20.0;2061;A10;0;;;Obernburg a. Main;;;00540;;;;;;;;;;;;;;
20.0;4174;A10;0;;;Eschau;;;00540;;;;;;;;;;;;;;
20.0;31737;A10;0;;;Stadtprozelten;;;00540;;;;;;;;;;;;;;
20.0;43049;A10;0;;;Sulzbach a.Main;;;00540;;;;;;;;;;;;;;
20.0;4392;A10;0;;;Miltenberg;;;00540;;;;;;;;;;;;;;
20.0;2750;A10;0;;;Wörth a. Main;;;00540;;;;;;;;;;;;;;
20.0;1677;A10;0;;;Klingenberg a. Main;;;00540;;;;;;;;;;;;;;
20.0;294;A8;0;;;Oberbayern;;;00264;;;;;;;;;;;;;;
20.0;31842;A6;4;;;Flughafen München;;;00294;;;;;;;;;;;;;;
20.0;13829;A9;2;;;Flughafen München;;;00294;;;;;;;;;;;;;;
20.0;1589;A9;2;;;Ingolstadt;;;00294;;;;;;;;;;;;;;
20.0;31772;A6;4;;;Volksfestplatz;;;01589;;;;;;;;;;;;;;
20.0;33077;A6;4;;;Konrad Adenauer Brücke;;;01589;;;;;;;;;;;;;;
20.0;33078;A6;4;;;Glacis Brücke;;;01589;;;;;;;;;;;;;;
20.0;33076;A6;3;;;Gewerbegebiet Nord-Ost;;;01589;;;;;;;;;;;;;;
20.0;31773;A6;3;;;Gewerbegebiet Westpark;;;01589;;;;;;;;;;;;;;
20.0;31775;A6;3;;;Gewerbegebiet an der Manchinger Straße;;;01589;;;;;;;;;;;;;;
20.0;31774;P5;2;;Krumenauerstraße;Klinikum;;;01589;;;;;48,76475;11,37925;1;0;0;0;0;0;0;
20.0;31776;P5;2;;Schneller Weg;Fa. Audi AG;;;01589;;;;;48,7934;11,4192;1;0;0;0;0;0;0;
20.0;31777;P5;2;;Jahnstraße;Eisstadion/Hallenbad;;;01589;;;;;48,75935;11,4237;1;0;0;0;0;0;0;
20.0;31778;P5;2;;Südliche Ringstraße;Klenzepark;;;01589;;;;;48,75865;11,4383;1;0;0;0;0;0;0;
20.0;42372;P5;2;;Südliche Ringstraße;(Fußball-)Arena;;;01589;;;;;48,7593;11,43875;1;0;0;0;0;0;0;
20.0;42373;P5;2;;Westliche Ringstraße;Bezirkssportanlage Mitte;;;01589;;;;;48,7682;11,4154;1;0;0;0;0;0;0;
20.0;6001;A6;1;;;Bayerische Alpen;;;00294;;;;;;;;;;;;;;
20.0;555;A9;1;;;Neuburg-Schrobenhausen;;;00294;;;;;;;;;;;;;;
20.0;2055;A10;0;;;Oberhausen;;;00555;;;;;;;;;;;;;;
20.0;4503;A10;0;;;Rohrenfels;;;00555;;;;;;;;;;;;;;
20.0;2359;A10;0;;;Schrobenhausen;;;00555;;;;;;;;;;;;;;
20.0;33315;A10;0;;;Aresing;;;00555;;;;;;;;;;;;;;
20.0;33301;A10;0;;;Berg im Gau;;;00555;;;;;;;;;;;;;;
20.0;1985;A10;0;;;Neuburg a.d. Donau;;;00555;;;;;;;;;;;;;;
20.0;31780;A6;4;;;Volksfestplatz;;;01985;;;;;;;;;;;;;;
20.0;31271;A10;0;;;Karlskron;;;00555;;;;;;;;;;;;;;
20.0;4070;A10;0;;;Bergheim;;;00555;;;;;;;;;;;;;;
20.0;33140;A10;0;;;Rennertshofen;;;00555;;;;;;;;;;;;;;
20.0;4341;A10;0;;;Langenmosen;;;00555;;;;;;;;;;;;;;
20.0;2648;A10;0;;;Weichering;;;00555;;;;;;;;;;;;;;
20.0;33079;A10;0;;;Waidhofen;;;00555;;;;;;;;;;;;;;
20.0;31270;A10;0;;;Karlshuld;;;00555;;;;;;;;;;;;;;
20.0;4159;A10;0;;;Ehekirchen;;;00555;;;;;;;;;;;;;;
20.0;31269;A10;0;;;Königsmoos;;;00555;;;;;;;;;;;;;;
20.0;1026;A10;0;;;Burgheim;;;00555;;;;;;;;;;;;;;
20.0;33298;A10;0;;;Brunnen;;;00555;;;;;;;;;;;;;;
20.0;667;A9;1;;;Starnberg;;;00294;;;;;;;;;;;;;;
20.0;60407;A10;0;;;Andechs;;;00667;;;;;;;;;;;;;;
20.0;31947;A10;0;;;Gilching;;;00667;;;;;;;;;;;;;;
20.0;2751;A10;0;;;Wörthsee;;;00667;;;;;;;;;;;;;;
20.0;35098;A5;2;;;Starnberger See;;;00667;;;;;;;;;;;;;;
20.0;4208;A10;0;;;Gauting;;;00667;;;;;;;;;;;;;;
20.0;42387;A10;0;;;Feldafing;;;00667;;;;;;;;;;;;;;
20.0;4327;A10;0;;;Krailling;;;00667;;;;;;;;;;;;;;
20.0;2684;A10;0;;;Weßling;;;00667;;;;;;;;;;;;;;
20.0;2451;A10;0;;;Starnberg;;;00667;;;;;;;;;;;;;;
20.0;1590;A10;0;;;Inning a. Ammersee;;;00667;;;;;;;;;;;;;;
20.0;2555;A10;0;;;Tutzing;;;00667;;;;;;;;;;;;;;
20.0;5188;A10;0;;;Berg;;;00667;;;;;;;;;;;;;;
20.0;32061;A10;0;;;Seefeld;;;00667;;;;;;;;;;;;;;
20.0;35099;A5;2;;;Pilsensee;;;00667;;;;;;;;;;;;;;
20.0;32060;A10;0;;;Herrsching a. Ammersee;;;00667;;;;;;;;;;;;;;
20.0;2165;A10;0;;;Pöcking;;;00667;;;;;;;;;;;;;;
20.0;35101;A5;2;;;Wörthsee;;;00667;;;;;;;;;;;;;;
20.0;501;A9;1;;;Landsberg am Lech;;;00294;;;;;;;;;;;;;;
20.0;32059;A10;0;;;Kinsau;;;00501;;;;;;;;;;;;;;
20.0;32231;A10;0;;;Denklingen;;;00501;;;;;;;;;;;;;;
20.0;35201;A10;0;;;Hurlach;;;00501;;;;;;;;;;;;;;
20.0;1379;A10;0;;;Greifenberg;;;00501;;;;;;;;;;;;;;
20.0;32238;A10;0;;;Egling a.d. Paar;;;00501;;;;;;;;;;;;;;
20.0;31949;A10;0;;;Windach;;;00501;;;;;;;;;;;;;;
20.0;35202;A10;0;;;Obermeitingen;;;00501;;;;;;;;;;;;;;
20.0;4213;A10;0;;;Geltendorf;;;00501;;;;;;;;;;;;;;
20.0;1274;A10;0;;;Fuchstal;;;00501;;;;;;;;;;;;;;
20.0;61337;A10;0;;;Reichling;;;00501;;;;;;;;;;;;;;
20.0;32237;A10;0;;;Weil;;;00501;;;;;;;;;;;;;;
20.0;32243;A10;0;;;Utting a. Ammersee;;;00501;;;;;;;;;;;;;;
20.0;31948;A10;0;;;Eching a. Ammersee;;;00501;;;;;;;;;;;;;;
20.0;35100;A5;2;;;Ammersee;;;00501;;;;;;;;;;;;;;
20.0;32232;A10;0;;;Kaufering;;;00501;;;;;;;;;;;;;;
20.0;32234;A10;0;;;Penzing;;;00501;;;;;;;;;;;;;;
20.0;32062;A10;0;;;Dießen a. Ammersee;;;00501;;;;;;;;;;;;;;
20.0;32242;A10;0;;;Rott;;;00501;;;;;;;;;;;;;;
20.0;31950;A10;0;;;Igling;;;00501;;;;;;;;;;;;;;
20.0;32244;A10;0;;;Schondorf a. Ammersee;;;00501;;;;;;;;;;;;;;
20.0;35203;A10;0;;;Unterdießen;;;00501;;;;;;;;;;;;;;
20.0;32063;A10;0;;;Pürgen;;;00501;;;;;;;;;;;;;;
20.0;1750;A10;0;;;Landsberg a. Lech;;;00501;;;;;;;;;;;;;;
20.0;425;A9;1;;;Garmisch-Partenkirchen;;;00294;;;;;;;;;;;;;;
20.0;1296;A10;0;;;Garmisch-Partenkirchen;;;00425;;;;;;;;;;;;;;
20.0;31813;P5;2;;Karl-u.-Martin-Neuner-Platz;Olympia-Skistadion;;;01296;;;;;47,4823;11,11785;1;0;0;0;0;0;0;
20.0;31814;P5;2;;Olympiastraße;Olympia-Eisstadion;;;01296;;;;;47,4911;11,095;1;0;0;0;0;0;0;
20.0;2051;A10;0;;;Oberammergau;;;00425;;;;;;;;;;;;;;
20.0;1724;A10;0;;;Krün;;;00425;;;;;;;;;;;;;;
20.0;17782;A10;0;;;Wallgau;;;00425;;;;;;;;;;;;;;
20.0;1217;A10;0;;;Ettal;;;00425;;;;;;;;;;;;;;
20.0;1963;A10;0;;;Murnau a. Staffelsee;;;00425;;;;;;;;;;;;;;
20.0;35112;A5;2;;;Riegsee;;;00425;;;;;;;;;;;;;;
20.0;13447;A10;0;;;Uffing a.Staffelsee;;;00425;;;;;;;;;;;;;;
20.0;1207;A10;0;;;Eschenlohe;;;00425;;;;;;;;;;;;;;
20.0;1371;A10;0;;;Grainau;;;00425;;;;;;;;;;;;;;
20.0;2078;A10;0;;;Ohlstadt;;;00425;;;;;;;;;;;;;;
20.0;2052;A10;0;;;Oberau;;;00425;;;;;;;;;;;;;;
20.0;2311;A10;0;;;Saulgrub;;;00425;;;;;;;;;;;;;;
20.0;4238;A10;0;;;Großweil;;;00425;;;;;;;;;;;;;;
20.0;1923;A10;0;;;Mittenwald;;;00425;;;;;;;;;;;;;;
20.0;35138;A10;0;;;Unterammergau;;;00425;;;;;;;;;;;;;;
20.0;35111;A5;2;;;Staffelsee;;;00425;;;;;;;;;;;;;;
20.0;2431;A10;0;;;Spatzenhausen;;;00425;;;;;;;;;;;;;;
20.0;1228;A10;0;;;Farchant;;;00425;;;;;;;;;;;;;;
20.0;548;A9;1;;;München;;;00294;;;;;;;;;;;;;;
20.0;3751;A10;0;;;Unterhaching;;;00548;;;;;;;;;;;;;;
20.0;2194;A10;0;;;Pullach i. Isartal;;;00548;;;;;;;;;;;;;;
20.0;31906;A10;0;;;Brunnthal;;;00548;;;;;;;;;;;;;;
20.0;2197;A10;0;;;Putzbrunn;;;00548;;;;;;;;;;;;;;
20.0;2513;A10;0;;;Taufkirchen;;;00548;;;;;;;;;;;;;;
20.0;1419;A10;0;;;Haar;;;00548;;;;;;;;;;;;;;
20.0;4039;A10;0;;;Aying;;;00548;;;;;;;;;;;;;;
20.0;2063;A10;0;;;Oberschleißheim;;;00548;;;;;;;;;;;;;;
20.0;3633;A10;0;;;Ottobrunn;;;00548;;;;;;;;;;;;;;
20.0;3474;A10;0;;;Gräfelfing;;;00548;;;;;;;;;;;;;;
20.0;3492;A10;0;;;Grünwald;;;00548;;;;;;;;;;;;;;
20.0;3750;A10;0;;;Unterföhring;;;00548;;;;;;;;;;;;;;
20.0;31838;A5;2;;;Feringasee;;;03750;;;;;;;;;;;;;;
20.0;2310;A10;0;;;Sauerlach;;;00548;;;;;;;;;;;;;;
20.0;3853;A10;0;;;Feldkirchen;;;00548;;;;;;;;;;;;;;
20.0;2314;A10;0;;;Schäftlarn;;;00548;;;;;;;;;;;;;;
20.0;1374;A10;0;;;Grasbrunn;;;00548;;;;;;;;;;;;;;
20.0;4585;A10;0;;;Straßlach-Dingharting;;;00548;;;;;;;;;;;;;;
20.0;3610;A10;0;;;Neuried;;;00548;;;;;;;;;;;;;;
20.0;1293;A10;0;;;Garching b. München;;;00548;;;;;;;;;;;;;;
20.0;26383;A6;4;;;Forschungsinstitut Garching;;;01293;;;;;;;;;;;;;;
20.0;42217;P5;5;;Gutenbergstraße;Garching-Hochbrück;;;01293;;;;;48,247;11,6299;1;0;0;0;0;0;0;
20.0;2571;A10;0;;;Unterschleißheim;;;00548;;;;;;;;;;;;;;
20.0;31839;A5;2;;;Unterschleißheimer See;;;02571;;;;;;;;;;;;;;
20.0;3640;A10;0;;;Planegg;;;00548;;;;;;;;;;;;;;
20.0;35162;A10;0;;;Neubiberg;;;00548;;;;;;;;;;;;;;
20.0;804;A10;0;;;Aschheim;;;00548;;;;;;;;;;;;;;
20.0;31840;A6;4;;;Autokino Aschheim;;;00804;;;;;;;;;;;;;;
20.0;31944;A10;0;;;Hohenbrunn;;;00548;;;;;;;;;;;;;;
20.0;32056;A10;0;;;Oberhaching;;;00548;;;;;;;;;;;;;;
20.0;31943;A10;0;;;Kirchheim b. München;;;00548;;;;;;;;;;;;;;
20.0;1598;A10;0;;;Ismaning;;;00548;;;;;;;;;;;;;;
20.0;6003;A6;1;;;Berchtesgadener Alpen;;;00294;;;;;;;;;;;;;;
20.0;423;A9;1;;;Fürstenfeldbruck;;;00294;;;;;;;;;;;;;;
20.0;4373;A10;0;;;Maisach;;;00423;;;;;;;;;;;;;;
20.0;32235;A10;0;;;Moorenweis;;;00423;;;;;;;;;;;;;;
20.0;755;A10;0;;;Alling;;;00423;;;;;;;;;;;;;;
20.0;1462;A10;0;;;Hattenhofen;;;00423;;;;;;;;;;;;;;
20.0;2082;A10;0;;;Olching;;;00423;;;;;;;;;;;;;;
20.0;1860;A10;0;;;Mammendorf;;;00423;;;;;;;;;;;;;;
20.0;775;A10;0;;;Althegnenberg;;;00423;;;;;;;;;;;;;;
20.0;3976;A10;0;;;Schöngeising;;;00423;;;;;;;;;;;;;;
20.0;31608;A10;0;;;Gröbenzell;;;00423;;;;;;;;;;;;;;
20.0;1326;A10;0;;;Germering;;;00423;;;;;;;;;;;;;;
20.0;32241;A10;0;;;Eichenau;;;00423;;;;;;;;;;;;;;
20.0;1277;A10;0;;;Fürstenfeldbruck;;;00423;;;;;;;;;;;;;;
20.0;4299;A10;0;;;Jesenwang;;;00423;;;;;;;;;;;;;;
20.0;2192;A10;0;;;Puchheim;;;00423;;;;;;;;;;;;;;
20.0;32233;A10;0;;;Grafrath;;;00423;;;;;;;;;;;;;;
20.0;403;A9;1;;;Erding;;;00294;;;;;;;;;;;;;;
20.0;46883;A10;0;;;Finsing;;;00403;;;;;;;;;;;;;;
20.0;3636;A10;0;;;Pastetten;;;00403;;;;;;;;;;;;;;
20.0;1103;A10;0;;;Dorfen;;;00403;;;;;;;;;;;;;;
20.0;46882;A10;0;;;Berglern;;;00403;;;;;;;;;;;;;;
20.0;1543;A10;0;;;Hohenpolding;;;00403;;;;;;;;;;;;;;
20.0;46881;A10;0;;;Wörth;;;00403;;;;;;;;;;;;;;
20.0;46886;A10;0;;;Neuching;;;00403;;;;;;;;;;;;;;
20.0;31573;A10;0;;;Lengdorf;;;00403;;;;;;;;;;;;;;
20.0;3973;A10;0;;;Sankt Wolfgang;;;00403;;;;;;;;;;;;;;
20.0;31923;A10;0;;;Langenpreising;;;00403;;;;;;;;;;;;;;
20.0;2514;A10;0;;;Taufkirchen (Vils);;;00403;;;;;;;;;;;;;;
20.0;35091;A10;0;;;Bockhorn;;;00403;;;;;;;;;;;;;;
20.0;46888;A10;0;;;Wartenberg;;;00403;;;;;;;;;;;;;;
20.0;1191;A10;0;;;Erding;;;00403;;;;;;;;;;;;;;
20.0;3622;A10;0;;;Oberding;;;00403;;;;;;;;;;;;;;
20.0;46880;A10;0;;;Forstern;;;00403;;;;;;;;;;;;;;
20.0;31574;A10;0;;;Eitting;;;00403;;;;;;;;;;;;;;
20.0;3526;A10;0;;;Isen;;;00403;;;;;;;;;;;;;;
20.0;46891;A10;0;;;Ottenhofen;;;00403;;;;;;;;;;;;;;
20.0;3931;A10;0;;;Moosinning;;;00403;;;;;;;;;;;;;;
20.0;46887;A10;0;;;Fraunberg;;;00403;;;;;;;;;;;;;;
20.0;394;A9;1;;;Ebersberg;;;00294;;;;;;;;;;;;;;
20.0;3471;A10;0;;;Glonn;;;00394;;;;;;;;;;;;;;
20.0;4035;A10;0;;;Aßling;;;00394;;;;;;;;;;;;;;
20.0;1131;A10;0;;;Ebersberg;;;00394;;;;;;;;;;;;;;
20.0;3624;A10;0;;;Oberpframmern;;;00394;;;;;;;;;;;;;;
20.0;3360;A10;0;;;Anzing;;;00394;;;;;;;;;;;;;;
20.0;2581;A10;0;;;Vaterstetten;;;00394;;;;;;;;;;;;;;
20.0;2462;A10;0;;;Steinhöring;;;00394;;;;;;;;;;;;;;
20.0;4470;A10;0;;;Pliening;;;00394;;;;;;;;;;;;;;
20.0;1541;A10;0;;;Hohenlinden;;;00394;;;;;;;;;;;;;;
20.0;46890;A10;0;;;Moosach;;;00394;;;;;;;;;;;;;;
20.0;4472;A10;0;;;Poing;;;00394;;;;;;;;;;;;;;
20.0;13420;A6;3;;;Gewerbegebiet Parsdorf / A94;;;04472;;;;;;;;;;;;;;
20.0;1249;A10;0;;;Forstinning;;;00394;;;;;;;;;;;;;;
20.0;2780;A10;0;;;Zorneding;;;00394;;;;;;;;;;;;;;
20.0;3579;A10;0;;;Markt Schwaben;;;00394;;;;;;;;;;;;;;
20.0;3476;A10;0;;;Grafing b. München;;;00394;;;;;;;;;;;;;;
20.0;1666;A10;0;;;Kirchseeon;;;00394;;;;;;;;;;;;;;
20.0;339;A9;1;;;Berchtesgadener Land;;;00294;;;;;;;;;;;;;;
20.0;3975;A10;0;;;Schönau a. Königssee;;;00339;;;;;;;;;;;;;;
20.0;905;A10;0;;;Berchtesgaden;;;00339;;;;;;;;;;;;;;
20.0;3955;A10;0;;;Ramsau b. Berchtesgaden;;;00339;;;;;;;;;;;;;;
20.0;1259;A10;0;;;Freilassing;;;00339;;;;;;;;;;;;;;
20.0;2343;A10;0;;;Schneizlreuth;;;00339;;;;;;;;;;;;;;
20.0;857;A10;0;;;Bad Reichenhall;;;00339;;;;;;;;;;;;;;
20.0;31911;A10;0;;;Anger;;;00339;;;;;;;;;;;;;;
20.0;35115;A5;2;;;Königsee;;;00339;;;;;;;;;;;;;;
20.0;2518;A10;0;;;Teisendorf;;;00339;;;;;;;;;;;;;;
20.0;1769;A10;0;;;Laufen;;;00339;;;;;;;;;;;;;;
20.0;2148;A10;0;;;Piding;;;00339;;;;;;;;;;;;;;
20.0;19209;A10;0;;;Ainring;;;00339;;;;;;;;;;;;;;
20.0;31532;A10;0;;;Bayerisch Gmain;;;00339;;;;;;;;;;;;;;
20.0;539;A9;1;;;Miesbach;;;00294;;;;;;;;;;;;;;
20.0;2332;A10;0;;;Schliersee;;;00539;;;;;;;;;;;;;;
20.0;32445;A6;1;;;Spitzingsee;;;02332;;;;;;;;;;;;;;
20.0;1595;A10;0;;;Irschenberg;;;00539;;;;;;;;;;;;;;
20.0;1916;A10;0;;;Miesbach;;;00539;;;;;;;;;;;;;;
20.0;2517;A10;0;;;Tegernsee;;;00539;;;;;;;;;;;;;;
20.0;42479;A6;1;;;Tegernseer Tal;;;00539;;;;;;;;;;;;;;
20.0;865;A10;0;;;Bad Wiessee;;;00539;;;;;;;;;;;;;;
20.0;35105;A5;2;;;Tegernsee;;;00539;;;;;;;;;;;;;;
20.0;31544;A10;0;;;Kreuth;;;00539;;;;;;;;;;;;;;
20.0;35102;A5;2;;;Seehamer See;;;00539;;;;;;;;;;;;;;
20.0;1239;A10;0;;;Fischbachau;;;00539;;;;;;;;;;;;;;
20.0;892;A10;0;;;Bayrischzell;;;00539;;;;;;;;;;;;;;
20.0;32446;A6;1;;;Sudelfeld;;;00892;;;;;;;;;;;;;;
20.0;31907;A10;0;;;Valley;;;00539;;;;;;;;;;;;;;
20.0;35106;A5;2;;;Schliersee;;;00539;;;;;;;;;;;;;;
20.0;31908;A10;0;;;Weyarn;;;00539;;;;;;;;;;;;;;
20.0;32436;A10;0;;;Hausham;;;00539;;;;;;;;;;;;;;
20.0;2099;A10;0;;;Otterfing;;;00539;;;;;;;;;;;;;;
20.0;2278;A10;0;;;Rottach-Egern;;;00539;;;;;;;;;;;;;;
20.0;42381;A10;0;;;Warngau;;;00539;;;;;;;;;;;;;;
